Ticker,Date,Close,Signal_Label,RF_Final_Signal,RF_Quality_Score,Trigger_Candle_Dir,Trigger_Body_Pct,Trigger_Volume_Surge,Trigger_Candle_Score,Baseline_AVR_EMA,Signal_Quality
PARAS,2023-06-16,577.46,BUY,BUY_UNSCORED,0.0,1,0.034189,4.7532,0.66,2.1784093275770107,0
PARAS,2023-06-19,614.43,BUY,BUY_UNSCORED,0.0,1,0.054001,3.4017,0.8126,2.647398915426819,0
PARAS,2023-07-11,689.12,BUY,BUY_UNSCORED,0.0,1,0.088124,11.2232,0.7787,2.104822461793849,0
PARAS,2023-09-01,785.0,BUY,BUY_UNSCORED,0.0,1,0.058765,2.3315,0.7223,3.552474787691096,0
PARAS,2023-09-07,796.94,BUY,BUY_UNSCORED,0.0,1,0.03605,2.6623,0.7157,3.1701052864119954,0
PARAS,2024-05-27,894.01,BUY,BUY_UNSCORED,0.0,1,0.022509,2.4788,0.66,2.3793291412781388,0
PARAS,2024-05-29,944.87,BUY,BUY_UNSCORED,0.0,1,0.086895,2.1453,0.7329,3.5513769161029662,0
PARAS,2024-06-13,963.36,BUY,BUY_UNSCORED,0.0,1,0.065664,7.2796,0.8206,2.8869545883624532,0
PARAS,2024-06-14,1156.01,BUY,BUY_UNSCORED,0.0,1,0.187295,5.4723,0.91,3.525092246613648,0
PARAS,2024-06-18,1387.18,BUY,BUY_UNSCORED,0.0,1,0.135395,1.696,0.91,5.159959651698062,0
PARAS,2024-07-04,1559.2,BUY,BUY_UNSCORED,0.0,1,0.040368,2.2059,0.7946,3.4147505149870696,0
PARAS,2025-05-09,728.69,BUY,BUY_UNSCORED,0.0,1,0.073055,1.9567,0.7515,5.211018211963532,0
PARAS,2025-05-16,899.06,BUY,BUY_UNSCORED,0.0,1,0.176149,2.7599,0.7857,5.643371244252944,0
PARAS,2025-06-05,861.69,BUY,BUY_UNSCORED,0.0,1,0.056161,2.9824,0.7992,3.319713647610704,0
PARAS,2025-06-23,866.58,BUY,BUY_UNSCORED,0.0,1,0.048671,1.8736,0.8501,2.1718082146215343,0
PARAS,2026-06-17,1285.65,BUY,BUY_UNSCORED,0.0,1,0.175881,2.8596,0.751,3.381251972239463,0
PARAS,2026-06-18,1310.3,BUY,BUY_UNSCORED,0.0,1,0.015736,2.1558,0.5854,4.005123212978562,0
PARAS,2026-06-19,1408.65,BUY,BUY_UNSCORED,0.0,1,0.079425,1.7722,0.66,4.732006716504413,0
PARAS,2026-06-30,1289.05,BUY,BUY_UNSCORED,0.0,1,0.079878,1.9444,0.8038,3.747873466463679,0
