Ticker,Date,Open,High,Low,Close,Volume,Volume_MA60,AVR,Stock_Return,Nifty_Return,Abnormal_Return,CAR_10,Vol_Short,Vol_Long,Vol_Ratio,Vol_Spike,Return_Z,Return_Z_Flag,AVR_Zscore,AVR_Zscore_Flag,CAR_10_Zscore,CAR_10_Zscore_Flag,Vol_Spike_Zscore,Vol_Spike_Zscore_Flag,Zscore_Anomaly,IF_Score,IF_Flag,IF_Rank,AVR_Component,CAR_Component,Proximity_Component,Suspicion_Score,Suspicion_Flag
LAURUSLABS,2016-12-19,94.42,95.98,91.55,92.59,87741675,87741675.0,1.0,,-0.004312,,,,,,0,,0,-0.0262,0,,0,-0.1631,0,0,0.2301,0,2073,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-20,93.05,94.33,89.76,91.3,12775220,50258447.5,0.2542,-0.013932,-0.002708,-0.011224,-0.011224,,,,0,,0,-0.3147,0,-0.2878,0,-0.1631,0,0,0.2267,0,1947,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-21,91.36,92.51,90.59,91.24,4620385,35045760.0,0.1318,-0.000657,-0.002611,0.001954,-0.00927,0.009387,0.009387,1.0,0,0.7071,0,-0.362,0,-0.2597,0,-0.1631,0,0,0.1997,0,1103,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-22,90.97,92.11,90.59,91.46,5630110,27691847.5,0.2033,0.002411,-0.010197,0.012608,0.003338,0.008687,0.008687,1.0,0,0.7449,0,-0.3343,0,-0.0787,0,-0.1631,0,0,0.212,0,1401,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-23,91.54,92.13,90.8,91.67,2094665,22572411.0,0.0928,0.002296,0.000833,0.001463,0.004801,0.007772,0.007772,1.0,0,0.6133,0,-0.3771,0,-0.0577,0,-0.1631,0,0,0.2001,0,1112,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-26,91.55,91.93,87.15,87.73,2237565,19183270.0,0.1166,-0.04298,-0.009705,-0.033275,-0.028474,0.019326,0.019326,1.0,0,-1.6769,0,-0.3679,0,-0.5354,0,-0.1631,0,0,0.1293,0,377,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-27,88.18,94.71,87.37,92.75,7962865,17580355.0,0.4529,0.057221,0.015756,0.041465,0.012991,0.035588,0.032631,1.0906,0,1.7313,0,-0.2378,0,0.0599,0,-0.1631,0,0,0.1559,0,536,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-28,93.09,94.44,91.41,93.72,4318655,15922642.5,0.2712,0.010458,0.000249,0.010209,0.0232,0.035599,0.030014,1.1861,0,0.2779,0,-0.3081,0,0.2065,0,-0.1631,0,0,0.2261,0,1923,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-29,94.21,96.16,91.88,92.56,1870740,14361320.0,0.1303,-0.012377,0.008556,-0.020933,0.002267,0.03656,0.028256,1.2939,0,-0.4488,0,-0.3626,0,-0.0941,0,-0.1631,0,0,0.2148,0,1500,0.0,0.0,0.0,0.0,0
LAURUSLABS,2016-12-30,93.24,93.38,92.32,92.68,814260,13006614.0,0.0626,0.001296,0.010144,-0.008848,-0.006581,0.036567,0.026433,1.3834,0,0.0333,0,-0.3888,0,-0.2211,0,-0.1631,0,0,0.2033,0,1190,0.0,0.0,0.0,0.0,0
